Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
"Sputtered Pt loadings of membrane electrode
assemblies in proton exchange membrane fuel cells",Ying Liang Chen,china,Chung Yuan Christian University,2011,0.04 mg pt cm2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.11,,none,0,0,none,1,0,0,25,0,0,sputter,0,0,0,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,5,0.04,0.4,20,nafion 117,175,120,1,,100,1,65,225,300,1.5,2,225,300,,,1,270,270,0,0.91,0.76,0.7,0.65,0.58,0.52,0.45,0.36,0.2778,0.20871,0.14982,0.09903,0.05478,0.01588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,140,195,232,260,270,252,222.24,187.839,149.82,108.933,65.736,20.644,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,270,0.148148148,144,0.893134271,0.124337017,2011.124337
"Sputtered Pt loadings of membrane electrode
assemblies in proton exchange membrane fuel cells",Ying Liang Chen,china,Chung Yuan Christian University,2011,0.02mg pt cm2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2.95,,none,0,0,none,1,0,0,25,0,0,sputter,0,0,0,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,5,0.02,0.4,20,nafion 117,175,120,1,,100,1,65,225,300,1.5,2,225,300,,,1,250,250,0,0.92,0.76,0.7,0.65,0.58,0.5,0.4,0.32,0.24657,0.18428,0.13077,0.08432,0.04361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,140,195,232,250,240,224,197.256,165.852,130.77,92.752,52.332,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,250,0.08,145,0.690208027,0.049644009,2011.049644
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/10_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,546,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,243,243,0,0.92,0.8,0.695,0.62,0.545,0.475,0.405,0.34,0.29,0.24,0.2,0.16238,0.12898,0.09914,0.0723,0.04805,0.02602,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,139,186,218,237.5,243,238,232,216,200,178.618,154.776,128.882,101.22,72.075,41.632,17,18,19,20,21,22,23,24,25,26,27,28,29,30,243,2.057613169,146,0.159693174,-0.099571972,2011.900428
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/05_300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,480,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,270,270,0,0.94,0.8,0.75,0.69,0.615,0.54,0.45,0.375,0.305,0.255,0.195,0.13931,0.0911,0.04894,0.01177,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,207,246,270,270,262.5,244,229.5,195,153.241,109.32,63.622,16.478,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,270,1.851851852,147,0.860734762,0.108362641,2012.108363
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/20_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,502,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,331.428,331.428,0,0.93,0.8,0.7,0.62,0.565,0.53,0.5,0.435,0.385,0.35,0.325,0.3,0.27619,0.25455,0.23478,0.21667,0.2,0.18462,0.17037,0.15714,0.14483,0.13333,0.12258,0.1125,0.10303,0.09412,0.08571,0.07778,0.07007,0.06277,0.05584,80,140,186,226,265,300,304.5,308,315,325,330,331.428,330.915,328.692,325.005,320,313.854,306.666,298.566,289.66,279.993,269.676,258.75,247.272,235.3,222.846,210.006,196.196,182.033,167.52,331.428,1.508623291,148,0.417071753,-0.020939038,2011.979061
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/10_300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,74,8,,carbon aerogel,,433,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,55,225,0.409090909,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,376,376,0,0.92,0.8,0.75,0.7,0.655,0.605,0.56,0.51,0.47,0.41,0.35,0.275,0.20598,0.14715,0.0964,0.05219,0.01331,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,210,262,302.5,336,357,376,369,350,302.5,247.176,191.295,134.96,78.285,21.296,17,18,19,20,21,22,23,24,25,26,27,28,29,30,376,1.329787234,149,0.639912672,0.035822538,2012.035823
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/05_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,649,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,504,504,0,0.92,0.81,0.77,0.73,0.695,0.66,0.62,0.59,0.555,0.52,0.485,0.455,0.42,0.38695,0.35741,0.33083,0.30679,0.28495,0.26501,0.24675,0.22995,0.21445,0.2001,0.18678,0.17438,0.16281,0.15198,0.14184,0.13231,0.12307,0.11436,81,154,219,278,330,372,413,444,468,485,500.5,504,503.035,500.374,496.245,490.864,484.415,477.018,468.825,459.9,450.345,440.22,429.594,418.512,407.025,395.148,382.968,370.468,356.903,343.08,504,0.992063492,150,0.385322456,-0.029153143,2011.970847
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-TEC10E40E,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,10,,carbon aerogel,,543,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,728.31,728.31,0,1,0.855,0.81,0.775,0.74,0.703,0.675,0.645,0.61,0.575,0.545,0.505,0.48,0.45619,0.43455,0.41478,0.39667,0.38,0.36462,0.35037,0.33714,0.32483,0.31333,0.30258,0.2925,0.28303,0.27412,0.26571,0.25778,0.25007,0.24277,85.5,162,232.5,296,351.5,405,451.5,488,517.5,545,555.5,576,593.047,608.37,622.17,634.672,646,656.316,665.703,674.28,682.143,689.326,695.934,702,707.575,712.712,717.417,721.784,725.203,728.31,728.31,0.68652085,151,0.045528886,-0.168984416,2011.831016
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen坼Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Nano Functional Materials Technology Centre (NFMTC),2012,Pt/N坼HEG,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,5.9,0,0,0,0,0,0,0,0,64.5,2.6,0.4,home-made nitrogen-doped carbon,,,none,1,0,0,130,420,0,ethylene glycol,1,0,0,0,11,25,0,0,0,57.9,225,0.388601036,,,,,,,,11.56,0.4,0.25,,nafion 212,50,130,4,7,90,1,40,,,,,0,0,0,,1,375,375,0,0.98,0.8,0.725,0.67,0.63,0.595,0.54,0.497,0.45,0.4,0.375,0.34,0.3,0.275,0.25,0.22,0.195,0.16,0.12695,0.09741,0.07083,0.04679,0.02495,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,145,201,252,297.5,324,347.9,360,360,375,374,360,357.5,350,330,312,272,228.51,185.079,141.66,98.259,54.89,23,24,25,26,27,28,29,30,375,1.066666667,152,0.942775031,0.15785037,2012.15785
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen-Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Indian Institute of Technology Madras,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0,0,0,0,0,0,70.4,2.28,,graphene,,600,none,1,0,0,130,7,0,ethylene glycol,1,0,0,0,11,25,0,0,0,57.9,225,0.388601036,,,,,,,,11.56,0.4,0.25,29.6,nafion 212,50,130,4,7,90,1,40,,,,,,,0,,1,380,380,0,0.98,0.8,0.74,0.67,0.62,0.59,0.54,0.5,0.45,0.4,0.38,0.34,0.31,0.27,0.25,0.23,0.2,0.18,0.16086,0.14328,0.1271,0.11214,0.09827,0.08539,0.07338,0.06216,0.05166,0.0418,0.03254,0.02382,0.01559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052631579,153,0.154077382,-0.101910154,2011.89809
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen坼Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Nano Functional Materials Technology Centre (NFMTC),2012,Pt/N坼HEG,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,5.9,0,0,0,0,0,0,0,0,64.5,2.6,0.4,home-made nitrogen-doped carbon,,,none,1,0,0,130,420,0,ethylene glycol,1,0,0,0,11,25,0,0,0,57.9,225,0.388601036,,,,,,,,11.56,0.4,0.25,,nafion 212,50,130,4,7,90,1,50,,,,,0,0,0,,1,434.5,434.5,0,0.98,0.815,0.75,0.701,0.66,0.62,0.58,0.54,0.5,0.455,0.425,0.395,0.36,0.33,0.3,0.275,0.25,0.215,0.195,0.17586,0.15828,0.1421,0.12714,0.11327,0.10039,0.08838,0.07716,0.06666,0.0568,0.04754,0.03882,81.5,150,210.3,264,310,348,378,400,409.5,425,434.5,432,429,420,412.5,400,365.5,351,334.134,316.56,298.41,279.708,260.521,240.936,220.95,200.616,179.982,159.04,137.866,116.46,434.5,0.920598389,154,0.851528168,0.104300999,2012.104301
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen-Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Indian Institute of Technology Madras,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0,0,0,0,0,0,70.4,2.28,,graphene,,600,none,1,0,0,130,7,0,ethylene glycol,1,0,0,0,11,25,0,0,0,57.9,225,0.388601036,,,,,,,,11.56,0.4,0.25,29.6,nafion 212,50,130,4,7,90,1,50,,,,,,,0,,1,442,442,0,0.98,0.82,0.75,0.7,0.66,0.63,0.58,0.54,0.5,0.47,0.43,0.4,0.36,0.34,0.3,0.27,0.25,0.22,0.2,0.18086,0.16328,0.1471,0.13214,0.11827,0.10539,0.09338,0.08216,0.07166,0.0618,0.05254,0.04382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904977376,155,0.12384413,-0.115598264,2011.884402
Improved durability of Pt CNT catalysts by the low temperature self-catalyzed reduction for the PEM fuel cells,Junbom Kim,korea,University of Ulsan,2012,Pt/CNT-R,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,55,5.7,,CNTs,,120,none,1,0,0,110,120,0,ethylene glycol,1,0,0,0,10,80,24,1,0,28.2,217,0.769503546,,,,,,,,5,0.4,0.4,40,nafion 212,50,,,,100,1,70,225,300,1.5,2,225,300,0,,1,460,460,0,0.98,0.77,0.725,0.72,0.71,0.69,0.66,0.615,0.575,0.5,0.435,0.38,0.3288,0.28421,0.24503,0.21033,0.17939,0.15162,0.12657,0.10384,0.08314,0.0642,0.04681,0.03078,0.01597,0.01,0.01,0.01,0.01,0.01,0.01,77,145,216,284,345,396,430.5,460,450,435,418,394.56,369.473,343.042,315.495,287.024,257.754,227.826,197.296,166.28,134.82,102.982,70.794,38.328,25,26,27,28,29,30,460,0.869565217,156,0.571814708,0.018099617,2012.0181
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen-Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Indian Institute of Technology Madras,2012,2.814583333,67,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,70.8,2.61,,graphene,,600,none,1,0,0,130,7,0,ethylene glycol,1,0,0,0,11,25,0,0,0,48.5,225,0.463917526,,,,,,,,11.56,0.4,0.25,29.2,nafion 212,50,130,4,7,90,1,40,,,,,,,0,,1,473,473,0,0.97,0.84,0.77,0.74,0.7,0.66,0.63,0.58,0.55,0.5,0.46,0.43,0.39,0.34,0.3,0.28,0.25,0.23,0.2,0.17156,0.14592,0.1227,0.10157,0.08225,0.06452,0.0482,0.03312,0.01915,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845665962,157,0.471618547,-0.007120187,2011.99288
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen坼Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Nano Functional Materials Technology Centre (NFMTC),2012,Pt3Co/N坼HEG,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,5.9,0,0,0,0,0,0,0,0,64.1,2.3,0.5,home-made nitrogen-doped carbon,,,none,1,0,0,130,420,0,ethylene glycol,1,0,0,0,11,25,0,0,0,48.5,225,0.463917526,,,,,,,,11.56,0.4,0.25,,nafion 212,50,130,4,7,90,1,40,,,,,0,0,0,,1,481.92,481.92,0,0.9,0.825,0.775,0.73,0.7,0.66,0.62,0.5836,0.5472,0.5108,0.4744,0.438,0.4016,0.3652,0.3288,0.2924,0.256,0.2196,0.18527,0.15464,0.12714,0.10231,0.07978,0.05925,0.04046,0.0232,0.01,0.01,0.01,0.01,0.01,82.5,155,219,280,330,372,408.52,437.76,459.72,474.4,481.8,481.92,474.76,460.32,438.6,409.6,373.32,333.486,293.816,254.28,214.851,175.516,136.275,97.104,58,26,27,28,29,30,481.92,0.83001328,158,0.373003707,-0.032390836,2011.967609
Improved durability of Pt CNT catalysts by the low temperature self-catalyzed reduction for the PEM fuel cells,Junbom Kim,korea,University of Ulsan,2012,Pt/CNT-A,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,2.9,,CNTs,,120,none,1,0,0,110,120,0,ethylene glycol,1,0,0,0,10,25,0,0,0,31,180,0.580645161,,,,,,,,5,0.4,0.4,40,nafion 212,50,,,,100,1,70,225,300,1.5,2,225,300,0,,1,500,500,0,0.97,0.8,0.74,0.7,0.675,0.65,0.64,0.625,0.575,0.545,0.5,0.45,0.398,0.3495,0.30711,0.26975,0.23656,0.2069,0.18022,0.1561,0.13419,0.11419,0.09587,0.07902,0.06348,0.04909,0.03573,0.0233,0.0117,0.01,0.01,80,148,210,270,325,384,437.5,460,490.5,500,495,477.6,454.35,429.954,404.625,378.496,351.73,324.396,296.59,268.38,239.799,210.914,181.746,152.352,122.725,92.898,62.91,32.76,29,30,500,0.8,159,0.29762846,-0.053123359,2011.946877
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen坼Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Nano Functional Materials Technology Centre (NFMTC),2012,Pt/N坼HEG,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,5.9,0,0,0,0,0,0,0,0,64.5,2.6,0.4,home-made nitrogen-doped carbon,,,none,1,0,0,130,420,0,ethylene glycol,1,0,0,0,11,25,0,0,0,57.9,225,0.388601036,,,,,,,,11.56,0.4,0.25,,nafion 212,50,130,4,7,90,1,60,,,,,0,0,0,,1,511,511,0,0.98,0.83,0.78,0.74,0.7,0.66,0.62,0.59,0.55,0.515,0.49,0.45,0.42,0.39,0.365,0.34,0.302,0.28,0.255,0.225,0.2,0.17619,0.15455,0.13478,0.11667,0.1,0.08462,0.07037,0.05714,0.04483,0.03333,83,156,222,280,330,372,413,440,463.5,490,495,504,507,511,510,483.2,476,459,427.5,400,369.999,340.01,309.994,280.008,250,220.012,189.999,159.992,130.007,99.99,511,0.782778865,160,0.438259457,-0.01553836,2011.984462
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen-Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Indian Institute of Technology Madras,2012,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0,0,0,0,0,0,70.4,2.28,,graphene,,600,none,1,0,0,130,7,0,ethylene glycol,1,0,0,0,11,25,0,0,0,57.9,225,0.388601036,,,,,,,,11.56,0.4,0.25,29.6,nafion 212,50,130,4,7,90,1,60,,,,,,,0,,1,520,520,0,0.98,0.85,0.78,0.72,0.7,0.66,0.62,0.58,0.55,0.52,0.48,0.46,0.43,0.4,0.37,0.34,0.31,0.28,0.25,0.23,0.2,0.17156,0.14592,0.1227,0.10157,0.08225,0.06452,0.0482,0.03312,0.01915,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.769230769,161,0.088167337,-0.135212706,2011.864787
Improved durability of Pt CNT catalysts by the low temperature self-catalyzed reduction for the PEM fuel cells,Junbom Kim,korea,University of Ulsan,2012,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,1.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,52.9,180,0.34026465,,,,,,,,5,0.4,0.4,40,nafion 212,50,,,,100,1,70,225,300,1.5,2,225,300,0,,1,600,600,0,0.97,0.81,0.77,0.745,0.715,0.7,0.665,0.65,0.605,0.59,0.56,0.535,0.5,0.425,0.35598,0.29715,0.2464,0.20219,0.16331,0.12887,0.09815,0.07056,0.04566,0.02308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,154,223.5,286,350,399,455,484,531,560,588.5,600,552.5,498.372,445.725,394.24,343.723,293.958,244.853,196.3,148.176,100.452,53.084,24,25,26,27,28,29,30,600,0.666666667,162,0.624651068,0.031771931,2012.031772
Electrocatalytic performance of Pt-based trimetallic alloy noparticle catalysts in proton exchange membrane fuel cells,chuan-jian zhong,united States,State University of New York at Binghamton,2012,PtNiFe/C-400,46,0,0,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,73,5.3,0.4,XC-72R,30,230,core-shell,0,0,1,230,30,0,"1,2 hexadecanediol",0,0,0,1,7,400,2,1,0,53.4,380,0.711610487,0.887,,,,,,,5,0.4,0.4,20,nafion 212,50,120,,,100,1,75,,,,,0,0,0.2068,,1,616,616,0,1.01,0.915,0.88,0.85,0.825,0.8,0.765,0.74,0.7,0.66,0.615,0.56,0.5,0.415,0.33,0.2,0.08331,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,91.5,176,255,330,400,459,518,560,594,615,616,600,539.5,462,300,133.296,17,18,19,20,21,22,23,24,25,26,27,28,29,30,616,0.649350649,163,0.446139579,-0.013542083,2011.986458
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen坼Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Nano Functional Materials Technology Centre (NFMTC),2012,Pt3Co/N坼HEG,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,5.9,0,0,0,0,0,0,0,0,64.1,2.3,0.5,home-made nitrogen-doped carbon,,,none,1,0,0,130,420,0,ethylene glycol,1,0,0,0,11,25,0,0,0,48.5,225,0.463917526,,,,,,,,11.56,0.4,0.25,,nafion 212,50,130,4,7,90,1,50,,,,,0,0,0,,1,630,630,0,0.9,0.825,0.775,0.76,0.725,0.7,0.675,0.645,0.615,0.59,0.565,0.53,0.51,0.48,0.45,0.415,0.385,0.35,0.315,0.285,0.25,0.22,0.19156,0.16592,0.1427,0.12157,0.10225,0.08452,0.0682,0.05312,0.03915,82.5,155,228,290,350,405,451.5,492,531,565,583,612,624,630,622.5,616,595,567,541.5,500,462,421.432,381.616,342.48,303.925,265.85,228.204,190.96,154.048,117.45,630,0.634920635,164,0.264926981,-0.062822896,2011.937177
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen-Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Indian Institute of Technology Madras,2012,2.814583333,67,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,70.8,2.61,,graphene,,600,none,1,0,0,130,7,0,ethylene glycol,1,0,0,0,11,25,0,0,0,48.5,225,0.463917526,,,,,,,,11.56,0.4,0.25,29.2,nafion 212,50,130,4,7,90,1,50,,,,,,,0,,1,630,630,0,0.97,0.84,0.78,0.75,0.72,0.7,0.67,0.65,0.62,0.59,0.56,0.54,0.51,0.48,0.45,0.42,0.38,0.35,0.32,0.29,0.26,0.23,0.18,0.1333,0.09239,0.05625,0.0241,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634920635,165,0.373217612,-0.032334335,2011.967666
Novel Platinum每Cobalt Alloy Nanoparticles Dispersed on Nitrogen坼Doped Graphene as a Cathode Electrocatalyst for PEMFC Applications,S. Ramaprabhu,India,Nano Functional Materials Technology Centre (NFMTC),2012,Pt3Co/N坼HEG,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,5.9,0,0,0,0,0,0,0,0,64.1,2.3,0.5,home-made nitrogen-doped carbon,,,none,1,0,0,130,420,0,ethylene glycol,1,0,0,0,11,25,0,0,0,48.5,225,0.463917526,,,,,,,,11.56,0.4,0.25,,nafion 212,50,130,4,7,90,1,60,,,,,0,0,0,,1,800.945,800.945,0,0.95,0.84,0.815,0.79,0.765,0.73,0.71,0.69,0.67,0.64,0.62,0.59795,0.5759,0.55385,0.5318,0.50975,0.4877,0.46565,0.4436,0.42155,0.3995,0.37745,0.3554,0.33335,0.3113,0.28925,0.2672,0.245,0.2238,0.20442,0.18665,84,163,237,306,365,426,483,536,576,620,657.745,691.08,720.005,744.52,764.625,780.32,791.605,798.48,800.945,799,792.645,781.88,766.705,747.12,723.125,694.72,661.5,626.64,592.818,559.95,800.945,0.499410072,166,0.311441529,-0.049176843,2011.950823
