Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
Durability ofcarbon nanofiber (CNF) & carbon nanotube (CNT) as catalyst support for Proton Exchange Membrane Fuel Cells,Shuang Ma Andersen,Denmark,University of Southern Denmark,2013,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.5,,carbon nanofiber,150,,nanowire,0,1,0,140,180,0,ethylene glycol,1,0,0,0,13,25,0,0,0,55,225,0.409090909,,,,,,,0.67,2.25,0.5,0.5,20,nafion 212,50,,,,100,1,70,,,,,0,0,0,,0.21,200,200,0,0.9,0.7,0.625,0.55,0.475,0.4,0.3,0.2,0.10909,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70,125,165,190,200,180,140,87.272,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,200,2.5,92,0.519533491,0.004898278,2013.004898
Impact of Ionomer Content on Proton Exchange Membrane Fuel Cell Performance,S. Kaliaguine,Canada,Laval University,2013,N(wt.%) = 35 wt.%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,6.2,,ZIF-derived,,807,none,1,0,0,85,4320,0,acetonitrile,0,0,0,1,7,950,4,1,0,88,180,0.204545455,,,,,,,0.538,1.96,0.5,0.5,,nafion 212,50,,,,100,1,80,,,,,0,0,0,,0.21,201.6,201.6,0,0.993,0.801,0.687,0.6,0.504,0.315,0.14884,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80.1,137.4,180,201.6,157.5,89.304,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,201.6,2.48015873,93,0.074717991,-0.144152655,2012.855847
Durability of Pt/C and Pt/MC-PEDOT Catalysts under Simulated Start-Stop Cycles in Polymer Electrolyte Fuel Cells,A. K. Shukla,India,CSIR Madras Complex,2013,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,2.5,,graphene,,262,none,1,0,0,90,3,0,formaldehyde,0,0,0,1,12,25,0,0,0,83,217,0.261445783,,,,,,,0.4286,25,0.5,0.5,40,nafion 1135,88,130,3,6,83,1,70,225,300,1.5,2,,,0,,0.21,506,506,0,0.98,0.82,0.77,0.73,0.7,0.67,0.64,0.6,0.57,0.54,0.5,0.46,0.42,0.38,0.33,0.28,0.24,0.20238,0.16898,0.13914,0.1123,0.08805,0.06602,0.04592,0.02751,0.01059,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988142292,94,0.517679772,0.004433113,2013.004433
Effects of ionomer content on Pt catalyst/ordered mesoporous carbon support in polymer electrolyte membrane fuel cells,Junbom Kim,Korea,University of Ulsan,2013,Pt/OMC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,49.7,2.52,,home-made carbon,,,none,1,0,0,200,120,0,none,0,1,0,0,7,350,3,0,1,54.4,180,0.330882353,,,,,,,0.42857,5,0.4,0.4,40,nafion 212,50.8,130,4,5,100,0,70,225,300,1.5,2,225,300,0,,0.21,402.5,402.5,0,0.955,0.845,0.81,0.765,0.74,0.685,0.635,0.575,0.49,0.41218,0.34647,0.29025,0.2416,0.1991,0.16164,0.12838,0.09865,0.07191,0.04774,0.02578,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84.5,162,229.5,296,342.5,381,402.5,392,370.962,346.47,319.275,289.92,258.83,226.296,192.57,157.84,122.247,85.932,48.982,20,21,22,23,24,25,26,27,28,29,30,402.5,0.99378882,95,0.749179391,0.067190965,2013.067191
Effects of ionomer content on Pt catalyst/ordered mesoporous carbon support in polymer electrolyte membrane fuel cells,Junbom Kim,Korea,University of Ulsan,2013,Pt/OMC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,49.7,2.52,,home-made carbon,,,none,1,0,0,200,120,0,none,0,1,0,0,7,350,3,0,1,70.1,180,0.256776034,,,,,,,0.0526,5,0.4,0.4,40,nafion 212,50.8,130,4,5,100,0,70,225,300,1.5,2,225,300,0,,0.21,405,405,0,0.975,0.81,0.76,0.71,0.675,0.64,0.6,0.55,0.5,0.45,0.39,0.33431,0.2861,0.24394,0.20677,0.17375,0.14423,0.11766,0.09364,0.07182,0.0519,0.03364,0.01685,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,152,213,270,320,360,385,400,405,390,367.741,343.32,317.122,289.478,260.625,230.768,200.022,168.552,136.458,103.8,70.644,37.07,23,24,25,26,27,28,29,30,405,0.987654321,96,0.732073983,0.061909765,2013.06191
Effects of ionomer content on Pt catalyst/ordered mesoporous carbon support in polymer electrolyte membrane fuel cells,Junbom Kim,Korea,University of Ulsan,2013,Pt/OMC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,49.7,2.52,,home-made carbon,,,none,1,0,0,200,120,0,none,0,1,0,0,7,350,3,0,1,79.3,180,0.226986129,,,,,,,0.25,5,0.4,0.4,40,nafion 212,50.8,130,4,5,100,0,70,225,300,1.5,2,225,300,0,,0.21,432,432,0,0.965,0.845,0.81,0.765,0.74,0.7,0.66,0.615,0.54,0.43,0.33044,0.24815,0.17898,0.12004,0.0692,0.02491,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84.5,162,229.5,296,350,396,430.5,432,387,330.44,272.965,214.776,156.052,96.88,37.365,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,432,0.925925926,97,0.796934674,0.083072207,2013.083072
Synthesis and application of core每shell Co@Pt/C electrocatalysts for proton exchange membrane fuel cells,Rui Lin,china,Tongji University,2013,Co@Pt/C,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3,,XC-72R,30,230,core-shell,0,0,1,198,120,0,ethylene glycol,1,0,0,0,12,300,2,1,0,53.9,321.5198,0.596511688,,,,,,,0.333,,0.4,0.2,40,nafion 212,50,,,,80,0,75,180,375,1.2,2.5,180,375,0.06,,0.21,475,475,0,0.98,0.81,0.775,0.73,0.7,0.66,0.62,0.585,0.545,0.5,0.475,0.4,0.36,0.3,0.24431,0.1961,0.15394,0.11677,0.08375,0.05423,0.02766,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,155,219,280,330,372,409.5,436,450,475,440,432,390,342.034,294.15,246.304,198.509,150.75,103.037,55.32,21,22,23,24,25,26,27,28,29,30,475,0.842105263,98,0.956430645,0.171068807,2013.171069
Highly durable Pt/graphene oxide and Pt/C hybrid catalyst for polymer electrolyte membrane fuel cell,Seung Hyun Hur,korea,University of Ulsan,2013,hybrid catalyst,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,59.8,2.8,,graphene,,600,none,1,0,0,110,90,0,ethylene glycol,1,0,0,0,10,25,0,0,0,53.16,217,0.408201655,,,,,,,0.25,25,0.4,0.4,40,nafion 212,50,,,,100,0,70,225,300,1.5,2,225,300,0,,0.21,500,500,0,0.95,0.78,0.72,0.69,0.68,0.65,0.62,0.6,0.58,0.55,0.5,0.45,0.4,0.3533,0.31239,0.27625,0.2441,0.2153,0.18936,0.16588,0.14452,0.12501,0.10711,0.09063,0.07542,0.06132,0.04823,0.03604,0.02465,0.014,0.01,78,144,207,272,325,372,420,464,495,500,495,480,459.29,437.346,414.375,390.56,366.01,340.848,315.172,289.04,262.521,235.642,208.449,181.008,153.3,125.398,97.308,69.02,40.6,30,500,0.8,99,0.499676024,-8.12E-05,2012.999919
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.3Pt-Air,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.3,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,0.21,1671.09,1671.09,1,0.897,0.843,0.812,0.793,0.776,0.766,0.757,0.747,0.738,0.729,0.719,0.711,0.702,0.694,0.686,0.677,0.669,0.66,0.652,0.643,0.633,0.62331,0.61419,0.6056,0.59749,0.58983,0.58257,0.57569,0.56915,0.56294,0.55703,84.3,162.4,237.9,310.4,383,454.2,522.9,590.4,656.1,719,782.1,842.4,902.2,960.4,1015.5,1070.4,1122,1173.6,1221.7,1266,1308.951,1351.218,1392.88,1433.976,1474.575,1514.682,1554.363,1593.62,1632.526,1671.09,1671.09,0.179523545,100,0.099639843,-0.128360646,2012.871639
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.2Pt-Air,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.2,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,0.21,1665.09,1665.09,1,0.894,0.83,0.8,0.783,0.766,0.757,0.747,0.737,0.729,0.72,0.711,0.703,0.696,0.687,0.68,0.672,0.665,0.657,0.648,0.641,0.631,0.62131,0.61219,0.6036,0.59549,0.58783,0.58057,0.57369,0.56715,0.56094,0.55503,83,160,234.9,306.4,378.5,448.2,515.9,583.2,648,711,773.3,835.2,893.1,952,1008,1064,1116.9,1166.4,1217.9,1262,1304.751,1346.818,1388.28,1429.176,1469.575,1509.482,1548.963,1588.02,1626.726,1665.09,1665.09,0.120113627,101,0.289033811,-0.055620953,2012.944379
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.1Pt-Air,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.1,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,0.21,1572.09,1572.09,1,0.905,0.807,0.779,0.762,0.743,0.732,0.723,0.713,0.703,0.695,0.687,0.678,0.671,0.662,0.655,0.646,0.637,0.628,0.618,0.61,0.6,0.59031,0.58119,0.5726,0.56449,0.55683,0.54957,0.54269,0.53615,0.52994,0.52403,80.7,155.8,228.6,297.2,366,433.8,499.1,562.4,625.5,687,745.8,805.2,860.6,917,969,1019.2,1067.6,1112.4,1159,1200,1239.651,1278.618,1316.98,1354.776,1392.075,1428.882,1465.263,1501.22,1536.826,1572.09,1572.09,0.06360959,102,0.319031875,-0.047040772,2012.952959
"Low platinum, high limiting current density of the PEMFC (proton exchange membrane fuel cell) based on multilayer cathode catalyst approach",Daouda Fofana,Canada,Universit谷 du Qu谷bec 角 Trois-Rivi豕res,2013,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,90.91,3.1,,XC-72R,30,230,none,1,0,0,25,0,0,electro deposition,0,0,0,0,7,25,0,0,0,55,225,0.409090909,,,,,,,0.3636,5,0.05,0.05,,nafion 212,50,130,,6.895,80,1,,,,,,0,0,0,,0.21,576,576,0,0.95,0.8,0.77,0.74,0.72,0.68,0.66,0.64,0.61,0.57,0.55,0.52,0.48,0.44,0.38,0.32431,0.2761,0.23394,0.19677,0.16375,0.13423,0.10766,0.08364,0.06182,0.0419,0.02364,0.01,0.01,0.01,0.01,0.01,80,154,222,288,340,396,448,488,513,550,572,576,572,532,486.465,441.76,397.698,354.186,311.125,268.46,226.086,184.008,142.186,100.56,59.1,26,27,28,29,30,576,0.086805556,103,0.482644766,-0.004351685,2012.995648
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.05Pt-Air,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.05,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,0.21,1354.35,1354.35,1,0.863,0.787,0.754,0.733,0.711,0.701,0.691,0.679,0.671,0.661,0.649,0.642,0.634,0.623,0.614,0.605,0.594,0.583,0.571,0.56,0.547,0.53445,0.52275,0.51181,0.50155,0.49193,0.48287,0.47434,0.46628,0.45866,0.45145,78.7,150.8,219.9,284.4,350.5,414.6,475.3,536.8,594.9,649,706.2,760.8,809.9,859.6,907.5,950.4,991.1,1027.8,1064,1094,1122.345,1150.05,1177.163,1203.72,1229.825,1255.462,1280.718,1305.584,1330.114,1354.35,1354.35,0.036918079,104,0.608218481,0.027467878,2013.027468
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.025Pt-Air,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.025,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,0.21,932.4,932.4,1,0.875,0.757,0.719,0.696,0.673,0.661,0.649,0.637,0.627,0.613,0.599,0.588,0.575,0.561,0.549,0.536,0.518,0.502,0.484,0.469,0.449,0.42986,0.41228,0.3961,0.38114,0.36727,0.35439,0.34238,0.33116,0.32066,0.3108,75.7,143.8,208.8,269.2,330.5,389.4,445.9,501.6,551.7,599,646.8,690,729.3,768.6,804,828.8,853.4,871.2,891.1,898,902.706,907.016,911.03,914.736,918.175,921.414,924.426,927.248,929.914,932.4,932.4,0.026812527,105,0.902149475,0.129389686,2013.12939
Effect of Ni proportion on the performance of proton exchange membrane fuel cells using PtNi/C electrocatalysts,Emilse M. A. Martini,Brazil,Universidade Federal do Rio Grande do Sul,2014,PtNi/C 25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,83,6.2,0.4,XC-72R,30,230,none,1,0,0,25,30,0,NaBH4,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,0.428,4.84,0.5,0.5,20,nafion 117,175,125,2,4.9,100,1,80,100,500,,,0,0,0,,0.21,200,200,0,0.93,0.72,0.64,0.58,0.48,0.4,0.32,0.22,0.14,0.06657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72,128,174,192,200,192,154,112,59.913,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,200,2.5,106,0.366970809,-0.033988701,2013.966011
Effect of Ni proportion on the performance of proton exchange membrane fuel cells using PtNi/C electrocatalysts,Emilse M. A. Martini,Brazil,Universidade Federal do Rio Grande do Sul,2014,PtNi/C 15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,85,5.6,0.3,XC-72R,30,230,none,1,0,0,25,30,0,NaBH4,0,0,1,0,7,25,0,0,0,51,225,0.441176471,,,,,,,0.428,4.84,0.5,0.5,20,nafion 117,175,125,2,4.9,100,1,80,100,500,,,0,0,0,,0.21,210,210,0,0.93,0.7,0.64,0.58,0.52,0.42,0.32,0.22,0.14,0.06657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70,128,174,208,210,192,154,112,59.913,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,210,2.380952381,107,0.55025803,0.012631329,2014.012631
Effect of Ni proportion on the performance of proton exchange membrane fuel cells using PtNi/C electrocatalysts,Emilse M. A. Martini,Brazil,Universidade Federal do Rio Grande do Sul,2014,PtNi/C 45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,82,5.7,0.3,XC-72R,30,230,none,1,0,0,25,30,0,NaBH4,0,0,1,0,7,25,0,0,0,43,225,0.523255814,,,,,,,0.428,4.84,0.5,0.5,20,nafion 117,175,125,2,4.9,100,1,80,100,500,,,0,0,0,,0.21,324,324,0,0.93,0.74,0.68,0.62,0.58,0.53,0.49,0.46,0.405,0.36,0.3,0.255,0.2,0.1488,0.10421,0.06503,0.03033,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74,136,186,232,265,294,322,324,324,300,280.5,240,193.44,145.894,97.545,48.528,17,18,19,20,21,22,23,24,25,26,27,28,29,30,324,1.543209877,108,0.64847626,0.038120993,2014.038121
Controlling Pt loading and carbon matrix thickness for a high performance Pt-nanowire catalyst layer in PEMFCs,Sheng Sui,china,Shanghai Jiao Tong University,2014,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,nanowire,0,1,0,25,4320,0,formic acid,0,0,1,0,7,25,0,0,0,27.5,217,0.789090909,,,,,,,0.25,10,0.4,0.5,50,nafion 212,50,130,2,0.2,100,1,70,225,300,1.5,2,225,300,0,,0.21,413,413,0,0.92,0.8,0.78,0.75,0.71,0.69,0.62,0.59,0.5,0.38,0.27185,0.18313,0.10904,0.04624,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,156,225,284,345,372,413,400,342,271.85,201.443,130.848,60.112,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,413,0.968523002,109,0.006290819,-0.249539672,2013.75046
Highly active carbon-supported Pt noparticles modified and dealloyed with Co for the oxygen reduction reaction,Bing Li,china,Tongji University,2014,Pt/C,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.25,0.71,XC-72R,30,230,none,1,0,0,130,180,0,ethylene glycol,1,0,0,0,12,25,0,0,0,34.97,75,0.214,0.874,,,,,,0.3333,,0.35,0.2,40,not-mentioned,,,,,80,0,73,210,375,1.4,2.5,,,0.1,,0.21,675,672,0,,0.85,0.82,0.798,0.775,0.75,0.73,0.7,0.685,0.65,0.63,0.6,0.56,0.502,0.45,0.4,0.35,0.3033,0.26239,0.22625,0.1941,0.1653,0.13936,0.11588,0.09452,0.07501,0.05711,0.04063,0.02542,0.01132,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.518518519,110,0.545160723,0.011344401,2014.011344
Highly active carbon-supported Pt noparticles modified and dealloyed with Co for the oxygen reduction reaction,Bing Li,china,Tongji University,2014,Pt/C,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.25,0.71,XC-72R,30,230,none,1,0,0,130,180,0,ethylene glycol,1,0,0,0,12,25,0,0,0,34.97,75,0.214,0.874,,,,,,0.3333,,0.35,0.2,40,not-mentioned,,,,,50,0,73,210,375,1.4,2.5,,,0.1,,0.21,698.4,702,1,,0.85,0.82,0.79,0.77,0.745,0.733,0.705,0.69,0.667,0.65,0.61,0.585,0.525,0.46,0.415,0.365,0.3183,0.27739,0.24125,0.2091,0.1803,0.15436,0.13088,0.10952,0.09001,0.07211,0.05563,0.04042,0.02632,0.01323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501145475,111,0.233125774,-0.072859155,2013.927141
Highly active carbon-supported Pt noparticles modified and dealloyed with Co for the oxygen reduction reaction,Bing Li,china,Tongji University,2014,PtCo/C (C4H6CoO4),100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,6.8,0,0,0,0,0,54.67,2.42,0.44,XC-72R,30,230,none,1,0,0,130,180,0,ethylene glycol,1,0,0,0,12,25,0,0,0,54.25,89,0.164,0.881,1,,,,,0.3333,,0.35,0.2,40,not-mentioned,,,,,80,0,73,210,375,1.4,2.5,,,0.1,,0.21,727.2,728,1,0.95,0.85,0.82,0.8,0.775,0.755,0.74,0.72,0.7,0.68,0.655,0.635,0.6,0.56,0.51,0.46,0.43,0.40156,0.37592,0.3527,0.33157,0.31225,0.29452,0.2782,0.26312,0.24915,0.23617,0.22407,0.21277,0.2022,0.19228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48129813,112,0.160757747,-0.099134838,2013.900865
Highly active carbon-supported Pt noparticles modified and dealloyed with Co for the oxygen reduction reaction,Bing Li,china,Tongji University,2014,PtCo/C (C4H6CoO4),100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,6.8,0,0,0,0,0,54.67,2.42,0.44,XC-72R,30,230,none,1,0,0,130,180,0,ethylene glycol,1,0,0,0,12,25,0,0,0,54.25,89,0.164,0.881,1,,,,,0.3333,,0.35,0.2,40,not-mentioned,,,,,50,0,73,210,375,1.4,2.5,,,0.1,,0.21,767.2,770,1,0.95,0.86,0.83,0.8,0.79,0.76,0.745,0.73,0.71,0.695,0.675,0.65,0.63,0.59,0.55,0.5,0.46,0.42238,0.38898,0.35914,0.3323,0.30805,0.28602,0.26592,0.24751,0.23059,0.21497,0.20052,0.18711,0.17463,0.16299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45620438,113,0.22327376,-0.076118342,2013.923882
Defective Graphene Foam A Platinum Catalyst Support for PEMFCs,Jianfeng Liu,japan,Kyushu University,2014,Pt/GFII,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,67,3.4,,graphene,,1549,none,1,0,0,25,0,0,none,0,1,0,0,7,240,3,0,1,100.7,176,0.174776564,0.88,1.02,60000,,,,0.3888,1,0.3,0.3,46.2,nafion 212,50,130,,16,100,0,80,,,,,0,0,0.1,,0.21,207.5,207.5,0,0.95,0.73,0.665,0.59,0.51,0.415,0.27,0.14058,0.03629,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,73,133,177,204,207.5,162,98.406,29.032,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,207.5,1.445783133,114,0.385463429,-0.029116274,2013.970884
Defective Graphene Foam A Platinum Catalyst Support for PEMFCs,Jianfeng Liu,japan,Kyushu University,2014,Pt/GC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,8.7,,graphene,,652,none,1,0,0,25,0,0,none,0,1,0,0,7,240,3,0,1,73.1,205.7,0.281395349,0.89,1.02,60000,,,,0.3888,1,0.3,0.3,46.2,nafion 212,50,130,,16,100,0,80,,,,,0,0,0.1,,0.21,264,264,0,0.95,0.74,0.68,0.625,0.575,0.515,0.44,0.33,0.23044,0.14815,0.07898,0.02004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74,136,187.5,230,257.5,264,231,184.352,133.335,78.98,22.044,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,264,1.136363636,115,0.500208723,5.23E-05,2014.000052
